,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
5215,11781378,46021,BANKNIFTY20JUL21700PE,BANKNIFTY,0.0,2020-07-30,21700.0,0.05,25,PE,NFO-OPT,NFO
5216,11781634,46022,BANKNIFTY20JUL21800CE,BANKNIFTY,0.0,2020-07-30,21800.0,0.05,25,CE,NFO-OPT,NFO
5217,11781890,46023,BANKNIFTY20JUL21800PE,BANKNIFTY,0.0,2020-07-30,21800.0,0.05,25,PE,NFO-OPT,NFO
5218,11782146,46024,BANKNIFTY20JUL21900CE,BANKNIFTY,0.0,2020-07-30,21900.0,0.05,25,CE,NFO-OPT,NFO
5219,11782402,46025,BANKNIFTY20JUL21900PE,BANKNIFTY,0.0,2020-07-30,21900.0,0.05,25,PE,NFO-OPT,NFO
5220,11782658,46026,BANKNIFTY20JUL22000CE,BANKNIFTY,0.0,2020-07-30,22000.0,0.05,25,CE,NFO-OPT,NFO
5221,11782914,46027,BANKNIFTY20JUL22000PE,BANKNIFTY,0.0,2020-07-30,22000.0,0.05,25,PE,NFO-OPT,NFO
5222,11783170,46028,BANKNIFTY20JUL22100CE,BANKNIFTY,0.0,2020-07-30,22100.0,0.05,25,CE,NFO-OPT,NFO
5223,11783426,46029,BANKNIFTY20JUL22100PE,BANKNIFTY,0.0,2020-07-30,22100.0,0.05,25,PE,NFO-OPT,NFO
5224,11783682,46030,BANKNIFTY20JUL22200CE,BANKNIFTY,0.0,2020-07-30,22200.0,0.05,25,CE,NFO-OPT,NFO
5225,11783938,46031,BANKNIFTY20JUL22200PE,BANKNIFTY,0.0,2020-07-30,22200.0,0.05,25,PE,NFO-OPT,NFO
5226,11784706,46034,BANKNIFTY20JUL22300CE,BANKNIFTY,0.0,2020-07-30,22300.0,0.05,25,CE,NFO-OPT,NFO
5227,11784962,46035,BANKNIFTY20JUL22300PE,BANKNIFTY,0.0,2020-07-30,22300.0,0.05,25,PE,NFO-OPT,NFO
5228,11785218,46036,BANKNIFTY20JUL22400CE,BANKNIFTY,0.0,2020-07-30,22400.0,0.05,25,CE,NFO-OPT,NFO
5229,11785474,46037,BANKNIFTY20JUL22400PE,BANKNIFTY,0.0,2020-07-30,22400.0,0.05,25,PE,NFO-OPT,NFO
5230,11785730,46038,BANKNIFTY20JUL22500CE,BANKNIFTY,0.0,2020-07-30,22500.0,0.05,25,CE,NFO-OPT,NFO
5231,11786498,46041,BANKNIFTY20JUL22500PE,BANKNIFTY,0.0,2020-07-30,22500.0,0.05,25,PE,NFO-OPT,NFO
5232,11787010,46043,BANKNIFTY20JUL22600CE,BANKNIFTY,0.0,2020-07-30,22600.0,0.05,25,CE,NFO-OPT,NFO
5233,11787266,46044,BANKNIFTY20JUL22600PE,BANKNIFTY,0.0,2020-07-30,22600.0,0.05,25,PE,NFO-OPT,NFO
5234,11787522,46045,BANKNIFTY20JUL22700CE,BANKNIFTY,0.0,2020-07-30,22700.0,0.05,25,CE,NFO-OPT,NFO
5235,11788546,46049,BANKNIFTY20JUL22700PE,BANKNIFTY,0.0,2020-07-30,22700.0,0.05,25,PE,NFO-OPT,NFO
5236,11788802,46050,BANKNIFTY20JUL22800CE,BANKNIFTY,0.0,2020-07-30,22800.0,0.05,25,CE,NFO-OPT,NFO
5237,11789058,46051,BANKNIFTY20JUL22800PE,BANKNIFTY,0.0,2020-07-30,22800.0,0.05,25,PE,NFO-OPT,NFO
5238,11789314,46052,BANKNIFTY20JUL22900CE,BANKNIFTY,0.0,2020-07-30,22900.0,0.05,25,CE,NFO-OPT,NFO
5239,11789570,46053,BANKNIFTY20JUL22900PE,BANKNIFTY,0.0,2020-07-30,22900.0,0.05,25,PE,NFO-OPT,NFO
5240,11789826,46054,BANKNIFTY20JUL23000CE,BANKNIFTY,0.0,2020-07-30,23000.0,0.05,25,CE,NFO-OPT,NFO
5241,11790082,46055,BANKNIFTY20JUL23000PE,BANKNIFTY,0.0,2020-07-30,23000.0,0.05,25,PE,NFO-OPT,NFO
5242,11790338,46056,BANKNIFTY20JUL23100CE,BANKNIFTY,0.0,2020-07-30,23100.0,0.05,25,CE,NFO-OPT,NFO
5243,11790594,46057,BANKNIFTY20JUL23100PE,BANKNIFTY,0.0,2020-07-30,23100.0,0.05,25,PE,NFO-OPT,NFO
5244,11790850,46058,BANKNIFTY20JUL23200CE,BANKNIFTY,0.0,2020-07-30,23200.0,0.05,25,CE,NFO-OPT,NFO
5245,11791106,46059,BANKNIFTY20JUL23200PE,BANKNIFTY,0.0,2020-07-30,23200.0,0.05,25,PE,NFO-OPT,NFO
5246,11791618,46061,BANKNIFTY20JUL23300CE,BANKNIFTY,0.0,2020-07-30,23300.0,0.05,25,CE,NFO-OPT,NFO
5247,11791874,46062,BANKNIFTY20JUL23300PE,BANKNIFTY,0.0,2020-07-30,23300.0,0.05,25,PE,NFO-OPT,NFO
5248,11792130,46063,BANKNIFTY20JUL23400CE,BANKNIFTY,0.0,2020-07-30,23400.0,0.05,25,CE,NFO-OPT,NFO
5249,11792386,46064,BANKNIFTY20JUL23400PE,BANKNIFTY,0.0,2020-07-30,23400.0,0.05,25,PE,NFO-OPT,NFO
5250,11792642,46065,BANKNIFTY20JUL23500CE,BANKNIFTY,0.0,2020-07-30,23500.0,0.05,25,CE,NFO-OPT,NFO
5251,11792898,46066,BANKNIFTY20JUL23500PE,BANKNIFTY,0.0,2020-07-30,23500.0,0.05,25,PE,NFO-OPT,NFO
5252,11793154,46067,BANKNIFTY20JUL23600CE,BANKNIFTY,0.0,2020-07-30,23600.0,0.05,25,CE,NFO-OPT,NFO
5253,11793666,46069,BANKNIFTY20JUL23600PE,BANKNIFTY,0.0,2020-07-30,23600.0,0.05,25,PE,NFO-OPT,NFO
5254,11794178,46071,BANKNIFTY20JUL23700CE,BANKNIFTY,0.0,2020-07-30,23700.0,0.05,25,CE,NFO-OPT,NFO
5255,11794434,46072,BANKNIFTY20JUL23700PE,BANKNIFTY,0.0,2020-07-30,23700.0,0.05,25,PE,NFO-OPT,NFO
5256,11794690,46073,BANKNIFTY20JUL23800CE,BANKNIFTY,0.0,2020-07-30,23800.0,0.05,25,CE,NFO-OPT,NFO
5257,11794946,46074,BANKNIFTY20JUL23800PE,BANKNIFTY,0.0,2020-07-30,23800.0,0.05,25,PE,NFO-OPT,NFO
5258,11795202,46075,BANKNIFTY20JUL23900CE,BANKNIFTY,0.0,2020-07-30,23900.0,0.05,25,CE,NFO-OPT,NFO
5259,11795458,46076,BANKNIFTY20JUL23900PE,BANKNIFTY,0.0,2020-07-30,23900.0,0.05,25,PE,NFO-OPT,NFO
5260,11795714,46077,BANKNIFTY20JUL24000CE,BANKNIFTY,0.0,2020-07-30,24000.0,0.05,25,CE,NFO-OPT,NFO
5261,11795970,46078,BANKNIFTY20JUL24000PE,BANKNIFTY,0.0,2020-07-30,24000.0,0.05,25,PE,NFO-OPT,NFO
5262,11796226,46079,BANKNIFTY20JUL24100CE,BANKNIFTY,0.0,2020-07-30,24100.0,0.05,25,CE,NFO-OPT,NFO
5263,11796482,46080,BANKNIFTY20JUL24100PE,BANKNIFTY,0.0,2020-07-30,24100.0,0.05,25,PE,NFO-OPT,NFO
5264,11796738,46081,BANKNIFTY20JUL24200CE,BANKNIFTY,0.0,2020-07-30,24200.0,0.05,25,CE,NFO-OPT,NFO
5265,11796994,46082,BANKNIFTY20JUL24200PE,BANKNIFTY,0.0,2020-07-30,24200.0,0.05,25,PE,NFO-OPT,NFO
5266,11797762,46085,BANKNIFTY20JUL24300CE,BANKNIFTY,0.0,2020-07-30,24300.0,0.05,25,CE,NFO-OPT,NFO
5267,11798018,46086,BANKNIFTY20JUL24300PE,BANKNIFTY,0.0,2020-07-30,24300.0,0.05,25,PE,NFO-OPT,NFO
5268,11798274,46087,BANKNIFTY20JUL24400CE,BANKNIFTY,0.0,2020-07-30,24400.0,0.05,25,CE,NFO-OPT,NFO
5269,11798530,46088,BANKNIFTY20JUL24400PE,BANKNIFTY,0.0,2020-07-30,24400.0,0.05,25,PE,NFO-OPT,NFO
5270,11799298,46091,BANKNIFTY20JUL24500CE,BANKNIFTY,0.0,2020-07-30,24500.0,0.05,25,CE,NFO-OPT,NFO
5271,11799554,46092,BANKNIFTY20JUL24500PE,BANKNIFTY,0.0,2020-07-30,24500.0,0.05,25,PE,NFO-OPT,NFO
5272,8980482,35080,BANKNIFTY2070214300CE,BANKNIFTY,0.0,2020-07-02,14300.0,0.05,20,CE,NFO-OPT,NFO
5273,8980738,35081,BANKNIFTY2070214300PE,BANKNIFTY,0.0,2020-07-02,14300.0,0.05,20,PE,NFO-OPT,NFO
5274,8986114,35102,BANKNIFTY2070214400CE,BANKNIFTY,0.0,2020-07-02,14400.0,0.05,20,CE,NFO-OPT,NFO
5275,8986370,35103,BANKNIFTY2070214400PE,BANKNIFTY,0.0,2020-07-02,14400.0,0.05,20,PE,NFO-OPT,NFO
5276,10835458,42326,BANKNIFTY2070214500CE,BANKNIFTY,0.0,2020-07-02,14500.0,0.05,20,CE,NFO-OPT,NFO
5277,10835714,42327,BANKNIFTY2070214500PE,BANKNIFTY,0.0,2020-07-02,14500.0,0.05,20,PE,NFO-OPT,NFO
5278,10478594,40932,BANKNIFTY2070214600CE,BANKNIFTY,0.0,2020-07-02,14600.0,0.05,20,CE,NFO-OPT,NFO
5279,10478850,40933,BANKNIFTY2070214600PE,BANKNIFTY,0.0,2020-07-02,14600.0,0.05,20,PE,NFO-OPT,NFO
5280,10490370,40978,BANKNIFTY2070214700CE,BANKNIFTY,0.0,2020-07-02,14700.0,0.05,20,CE,NFO-OPT,NFO
5281,10490626,40979,BANKNIFTY2070214700PE,BANKNIFTY,0.0,2020-07-02,14700.0,0.05,20,PE,NFO-OPT,NFO
5282,10492162,40985,BANKNIFTY2070214800CE,BANKNIFTY,0.0,2020-07-02,14800.0,0.05,20,CE,NFO-OPT,NFO
5283,10492418,40986,BANKNIFTY2070214800PE,BANKNIFTY,0.0,2020-07-02,14800.0,0.05,20,PE,NFO-OPT,NFO
5284,10497026,41004,BANKNIFTY2070214900CE,BANKNIFTY,0.0,2020-07-02,14900.0,0.05,20,CE,NFO-OPT,NFO
5285,10497282,41005,BANKNIFTY2070214900PE,BANKNIFTY,0.0,2020-07-02,14900.0,0.05,20,PE,NFO-OPT,NFO
5286,10501890,41023,BANKNIFTY2070215000CE,BANKNIFTY,0.0,2020-07-02,15000.0,0.05,20,CE,NFO-OPT,NFO
5287,10502146,41024,BANKNIFTY2070215000PE,BANKNIFTY,0.0,2020-07-02,15000.0,0.05,20,PE,NFO-OPT,NFO
5288,10502402,41025,BANKNIFTY2070215100CE,BANKNIFTY,0.0,2020-07-02,15100.0,0.05,20,CE,NFO-OPT,NFO
5289,10502658,41026,BANKNIFTY2070215100PE,BANKNIFTY,0.0,2020-07-02,15100.0,0.05,20,PE,NFO-OPT,NFO
5290,10503426,41029,BANKNIFTY2070215200CE,BANKNIFTY,0.0,2020-07-02,15200.0,0.05,20,CE,NFO-OPT,NFO
5291,10503682,41030,BANKNIFTY2070215200PE,BANKNIFTY,0.0,2020-07-02,15200.0,0.05,20,PE,NFO-OPT,NFO
5292,10505218,41036,BANKNIFTY2070215300CE,BANKNIFTY,0.0,2020-07-02,15300.0,0.05,20,CE,NFO-OPT,NFO
5293,10505474,41037,BANKNIFTY2070215300PE,BANKNIFTY,0.0,2020-07-02,15300.0,0.05,20,PE,NFO-OPT,NFO
5294,10507266,41044,BANKNIFTY2070215400CE,BANKNIFTY,0.0,2020-07-02,15400.0,0.05,20,CE,NFO-OPT,NFO
5295,10507522,41045,BANKNIFTY2070215400PE,BANKNIFTY,0.0,2020-07-02,15400.0,0.05,20,PE,NFO-OPT,NFO
5296,10508290,41048,BANKNIFTY2070215500CE,BANKNIFTY,0.0,2020-07-02,15500.0,0.05,20,CE,NFO-OPT,NFO
5297,10508546,41049,BANKNIFTY2070215500PE,BANKNIFTY,0.0,2020-07-02,15500.0,0.05,20,PE,NFO-OPT,NFO
5298,10508802,41050,BANKNIFTY2070215600CE,BANKNIFTY,0.0,2020-07-02,15600.0,0.05,20,CE,NFO-OPT,NFO
5299,10509058,41051,BANKNIFTY2070215600PE,BANKNIFTY,0.0,2020-07-02,15600.0,0.05,20,PE,NFO-OPT,NFO
5300,10510850,41058,BANKNIFTY2070215700CE,BANKNIFTY,0.0,2020-07-02,15700.0,0.05,20,CE,NFO-OPT,NFO
5301,10511106,41059,BANKNIFTY2070215700PE,BANKNIFTY,0.0,2020-07-02,15700.0,0.05,20,PE,NFO-OPT,NFO
5302,8967170,35028,BANKNIFTY2070215800CE,BANKNIFTY,0.0,2020-07-02,15800.0,0.05,20,CE,NFO-OPT,NFO
5303,8967426,35029,BANKNIFTY2070215800PE,BANKNIFTY,0.0,2020-07-02,15800.0,0.05,20,PE,NFO-OPT,NFO
5304,9972738,38956,BANKNIFTY2070215900CE,BANKNIFTY,0.0,2020-07-02,15900.0,0.05,20,CE,NFO-OPT,NFO
5305,9972994,38957,BANKNIFTY2070215900PE,BANKNIFTY,0.0,2020-07-02,15900.0,0.05,20,PE,NFO-OPT,NFO
5306,9938946,38824,BANKNIFTY2070216000CE,BANKNIFTY,0.0,2020-07-02,16000.0,0.05,20,CE,NFO-OPT,NFO
5307,9939202,38825,BANKNIFTY2070216000PE,BANKNIFTY,0.0,2020-07-02,16000.0,0.05,20,PE,NFO-OPT,NFO
5308,9939458,38826,BANKNIFTY2070216100CE,BANKNIFTY,0.0,2020-07-02,16100.0,0.05,20,CE,NFO-OPT,NFO
5309,9939714,38827,BANKNIFTY2070216100PE,BANKNIFTY,0.0,2020-07-02,16100.0,0.05,20,PE,NFO-OPT,NFO
5310,9939970,38828,BANKNIFTY2070216200CE,BANKNIFTY,0.0,2020-07-02,16200.0,0.05,20,CE,NFO-OPT,NFO
5311,9940226,38829,BANKNIFTY2070216200PE,BANKNIFTY,0.0,2020-07-02,16200.0,0.05,20,PE,NFO-OPT,NFO
5312,9465346,36974,BANKNIFTY2070216300CE,BANKNIFTY,0.0,2020-07-02,16300.0,0.05,20,CE,NFO-OPT,NFO
5313,9465602,36975,BANKNIFTY2070216300PE,BANKNIFTY,0.0,2020-07-02,16300.0,0.05,20,PE,NFO-OPT,NFO
5314,9465858,36976,BANKNIFTY2070216400CE,BANKNIFTY,0.0,2020-07-02,16400.0,0.05,20,CE,NFO-OPT,NFO
5315,9466114,36977,BANKNIFTY2070216400PE,BANKNIFTY,0.0,2020-07-02,16400.0,0.05,20,PE,NFO-OPT,NFO
5316,9466370,36978,BANKNIFTY2070216500CE,BANKNIFTY,0.0,2020-07-02,16500.0,0.05,20,CE,NFO-OPT,NFO
5317,9466626,36979,BANKNIFTY2070216500PE,BANKNIFTY,0.0,2020-07-02,16500.0,0.05,20,PE,NFO-OPT,NFO
5318,9035778,35296,BANKNIFTY2070216600CE,BANKNIFTY,0.0,2020-07-02,16600.0,0.05,20,CE,NFO-OPT,NFO
5319,9036034,35297,BANKNIFTY2070216600PE,BANKNIFTY,0.0,2020-07-02,16600.0,0.05,20,PE,NFO-OPT,NFO
5320,9036290,35298,BANKNIFTY2070216700CE,BANKNIFTY,0.0,2020-07-02,16700.0,0.05,20,CE,NFO-OPT,NFO
5321,9036546,35299,BANKNIFTY2070216700PE,BANKNIFTY,0.0,2020-07-02,16700.0,0.05,20,PE,NFO-OPT,NFO
5322,9037570,35303,BANKNIFTY2070216800CE,BANKNIFTY,0.0,2020-07-02,16800.0,0.05,20,CE,NFO-OPT,NFO
5323,9037826,35304,BANKNIFTY2070216800PE,BANKNIFTY,0.0,2020-07-02,16800.0,0.05,20,PE,NFO-OPT,NFO
5324,9042946,35324,BANKNIFTY2070216900CE,BANKNIFTY,0.0,2020-07-02,16900.0,0.05,20,CE,NFO-OPT,NFO
5325,9043714,35327,BANKNIFTY2070216900PE,BANKNIFTY,0.0,2020-07-02,16900.0,0.05,20,PE,NFO-OPT,NFO
5326,9043970,35328,BANKNIFTY2070217000CE,BANKNIFTY,0.0,2020-07-02,17000.0,0.05,20,CE,NFO-OPT,NFO
5327,9045250,35333,BANKNIFTY2070217000PE,BANKNIFTY,0.0,2020-07-02,17000.0,0.05,20,PE,NFO-OPT,NFO
5328,9047554,35342,BANKNIFTY2070217100CE,BANKNIFTY,0.0,2020-07-02,17100.0,0.05,20,CE,NFO-OPT,NFO
5329,9047810,35343,BANKNIFTY2070217100PE,BANKNIFTY,0.0,2020-07-02,17100.0,0.05,20,PE,NFO-OPT,NFO
5330,9049090,35348,BANKNIFTY2070217200CE,BANKNIFTY,0.0,2020-07-02,17200.0,0.05,20,CE,NFO-OPT,NFO
5331,9049346,35349,BANKNIFTY2070217200PE,BANKNIFTY,0.0,2020-07-02,17200.0,0.05,20,PE,NFO-OPT,NFO
5332,11386626,44479,BANKNIFTY2070217300CE,BANKNIFTY,0.0,2020-07-02,17300.0,0.05,20,CE,NFO-OPT,NFO
5333,11386882,44480,BANKNIFTY2070217300PE,BANKNIFTY,0.0,2020-07-02,17300.0,0.05,20,PE,NFO-OPT,NFO
5334,11387138,44481,BANKNIFTY2070217400CE,BANKNIFTY,0.0,2020-07-02,17400.0,0.05,20,CE,NFO-OPT,NFO
5335,11387394,44482,BANKNIFTY2070217400PE,BANKNIFTY,0.0,2020-07-02,17400.0,0.05,20,PE,NFO-OPT,NFO
5336,11388162,44485,BANKNIFTY2070217500CE,BANKNIFTY,0.0,2020-07-02,17500.0,0.05,20,CE,NFO-OPT,NFO
5337,11388418,44486,BANKNIFTY2070217500PE,BANKNIFTY,0.0,2020-07-02,17500.0,0.05,20,PE,NFO-OPT,NFO
5338,11388674,44487,BANKNIFTY2070217600CE,BANKNIFTY,0.0,2020-07-02,17600.0,0.05,20,CE,NFO-OPT,NFO
5339,11388930,44488,BANKNIFTY2070217600PE,BANKNIFTY,0.0,2020-07-02,17600.0,0.05,20,PE,NFO-OPT,NFO
5340,11389186,44489,BANKNIFTY2070217700CE,BANKNIFTY,0.0,2020-07-02,17700.0,0.05,20,CE,NFO-OPT,NFO
5341,11389442,44490,BANKNIFTY2070217700PE,BANKNIFTY,0.0,2020-07-02,17700.0,0.05,20,PE,NFO-OPT,NFO
5342,11390210,44493,BANKNIFTY2070217800CE,BANKNIFTY,0.0,2020-07-02,17800.0,0.05,20,CE,NFO-OPT,NFO
5343,11390466,44494,BANKNIFTY2070217800PE,BANKNIFTY,0.0,2020-07-02,17800.0,0.05,20,PE,NFO-OPT,NFO
5344,11390722,44495,BANKNIFTY2070217900CE,BANKNIFTY,0.0,2020-07-02,17900.0,0.05,20,CE,NFO-OPT,NFO
5345,11390978,44496,BANKNIFTY2070217900PE,BANKNIFTY,0.0,2020-07-02,17900.0,0.05,20,PE,NFO-OPT,NFO
5346,11391234,44497,BANKNIFTY2070218000CE,BANKNIFTY,0.0,2020-07-02,18000.0,0.05,20,CE,NFO-OPT,NFO
5347,11391490,44498,BANKNIFTY2070218000PE,BANKNIFTY,0.0,2020-07-02,18000.0,0.05,20,PE,NFO-OPT,NFO
5348,11391746,44499,BANKNIFTY2070218100CE,BANKNIFTY,0.0,2020-07-02,18100.0,0.05,20,CE,NFO-OPT,NFO
5349,11392002,44500,BANKNIFTY2070218100PE,BANKNIFTY,0.0,2020-07-02,18100.0,0.05,20,PE,NFO-OPT,NFO
5350,11392770,44503,BANKNIFTY2070218200CE,BANKNIFTY,0.0,2020-07-02,18200.0,0.05,20,CE,NFO-OPT,NFO
5351,11393026,44504,BANKNIFTY2070218200PE,BANKNIFTY,0.0,2020-07-02,18200.0,0.05,20,PE,NFO-OPT,NFO
5352,11393282,44505,BANKNIFTY2070218300CE,BANKNIFTY,0.0,2020-07-02,18300.0,0.05,20,CE,NFO-OPT,NFO
5353,11393538,44506,BANKNIFTY2070218300PE,BANKNIFTY,0.0,2020-07-02,18300.0,0.05,20,PE,NFO-OPT,NFO
5354,11393794,44507,BANKNIFTY2070218400CE,BANKNIFTY,0.0,2020-07-02,18400.0,0.05,20,CE,NFO-OPT,NFO
5355,11394050,44508,BANKNIFTY2070218400PE,BANKNIFTY,0.0,2020-07-02,18400.0,0.05,20,PE,NFO-OPT,NFO
5356,11394306,44509,BANKNIFTY2070218500CE,BANKNIFTY,0.0,2020-07-02,18500.0,0.05,20,CE,NFO-OPT,NFO
5357,11394562,44510,BANKNIFTY2070218500PE,BANKNIFTY,0.0,2020-07-02,18500.0,0.05,20,PE,NFO-OPT,NFO
5358,11395330,44513,BANKNIFTY2070218600CE,BANKNIFTY,0.0,2020-07-02,18600.0,0.05,20,CE,NFO-OPT,NFO
5359,11395586,44514,BANKNIFTY2070218600PE,BANKNIFTY,0.0,2020-07-02,18600.0,0.05,20,PE,NFO-OPT,NFO
5360,11395842,44515,BANKNIFTY2070218700CE,BANKNIFTY,0.0,2020-07-02,18700.0,0.05,20,CE,NFO-OPT,NFO
5361,11396098,44516,BANKNIFTY2070218700PE,BANKNIFTY,0.0,2020-07-02,18700.0,0.05,20,PE,NFO-OPT,NFO
5362,11396354,44517,BANKNIFTY2070218800CE,BANKNIFTY,0.0,2020-07-02,18800.0,0.05,20,CE,NFO-OPT,NFO
5363,11396610,44518,BANKNIFTY2070218800PE,BANKNIFTY,0.0,2020-07-02,18800.0,0.05,20,PE,NFO-OPT,NFO
5364,11396866,44519,BANKNIFTY2070218900CE,BANKNIFTY,0.0,2020-07-02,18900.0,0.05,20,CE,NFO-OPT,NFO
5365,11397122,44520,BANKNIFTY2070218900PE,BANKNIFTY,0.0,2020-07-02,18900.0,0.05,20,PE,NFO-OPT,NFO
5366,11397378,44521,BANKNIFTY2070219000CE,BANKNIFTY,0.0,2020-07-02,19000.0,0.05,20,CE,NFO-OPT,NFO
5367,11397634,44522,BANKNIFTY2070219000PE,BANKNIFTY,0.0,2020-07-02,19000.0,0.05,20,PE,NFO-OPT,NFO
5368,11397890,44523,BANKNIFTY2070219100CE,BANKNIFTY,0.0,2020-07-02,19100.0,0.05,20,CE,NFO-OPT,NFO
5369,11398146,44524,BANKNIFTY2070219100PE,BANKNIFTY,0.0,2020-07-02,19100.0,0.05,20,PE,NFO-OPT,NFO
5370,11398402,44525,BANKNIFTY2070219200CE,BANKNIFTY,0.0,2020-07-02,19200.0,0.05,20,CE,NFO-OPT,NFO
5371,11398658,44526,BANKNIFTY2070219200PE,BANKNIFTY,0.0,2020-07-02,19200.0,0.05,20,PE,NFO-OPT,NFO
5372,11398914,44527,BANKNIFTY2070219300CE,BANKNIFTY,0.0,2020-07-02,19300.0,0.05,20,CE,NFO-OPT,NFO
5373,11399170,44528,BANKNIFTY2070219300PE,BANKNIFTY,0.0,2020-07-02,19300.0,0.05,20,PE,NFO-OPT,NFO
5374,11399426,44529,BANKNIFTY2070219400CE,BANKNIFTY,0.0,2020-07-02,19400.0,0.05,20,CE,NFO-OPT,NFO
5375,11399682,44530,BANKNIFTY2070219400PE,BANKNIFTY,0.0,2020-07-02,19400.0,0.05,20,PE,NFO-OPT,NFO
5376,11400962,44535,BANKNIFTY2070219500CE,BANKNIFTY,0.0,2020-07-02,19500.0,0.05,20,CE,NFO-OPT,NFO
5377,11401218,44536,BANKNIFTY2070219500PE,BANKNIFTY,0.0,2020-07-02,19500.0,0.05,20,PE,NFO-OPT,NFO
5378,11401474,44537,BANKNIFTY2070219600CE,BANKNIFTY,0.0,2020-07-02,19600.0,0.05,20,CE,NFO-OPT,NFO
5379,11401730,44538,BANKNIFTY2070219600PE,BANKNIFTY,0.0,2020-07-02,19600.0,0.05,20,PE,NFO-OPT,NFO
5380,11401986,44539,BANKNIFTY2070219700CE,BANKNIFTY,0.0,2020-07-02,19700.0,0.05,20,CE,NFO-OPT,NFO
5381,11402242,44540,BANKNIFTY2070219700PE,BANKNIFTY,0.0,2020-07-02,19700.0,0.05,20,PE,NFO-OPT,NFO
5382,11402498,44541,BANKNIFTY2070219800CE,BANKNIFTY,0.0,2020-07-02,19800.0,0.05,20,CE,NFO-OPT,NFO
5383,11402754,44542,BANKNIFTY2070219800PE,BANKNIFTY,0.0,2020-07-02,19800.0,0.05,20,PE,NFO-OPT,NFO
5384,11403522,44545,BANKNIFTY2070219900CE,BANKNIFTY,0.0,2020-07-02,19900.0,0.05,20,CE,NFO-OPT,NFO
5385,11403778,44546,BANKNIFTY2070219900PE,BANKNIFTY,0.0,2020-07-02,19900.0,0.05,20,PE,NFO-OPT,NFO
5386,11404034,44547,BANKNIFTY2070220000CE,BANKNIFTY,0.0,2020-07-02,20000.0,0.05,20,CE,NFO-OPT,NFO
5387,11404290,44548,BANKNIFTY2070220000PE,BANKNIFTY,0.0,2020-07-02,20000.0,0.05,20,PE,NFO-OPT,NFO
5388,11404546,44549,BANKNIFTY2070220100CE,BANKNIFTY,0.0,2020-07-02,20100.0,0.05,20,CE,NFO-OPT,NFO
5389,11404802,44550,BANKNIFTY2070220100PE,BANKNIFTY,0.0,2020-07-02,20100.0,0.05,20,PE,NFO-OPT,NFO
5390,11405058,44551,BANKNIFTY2070220200CE,BANKNIFTY,0.0,2020-07-02,20200.0,0.05,20,CE,NFO-OPT,NFO
5391,11405314,44552,BANKNIFTY2070220200PE,BANKNIFTY,0.0,2020-07-02,20200.0,0.05,20,PE,NFO-OPT,NFO
5392,11405570,44553,BANKNIFTY2070220300CE,BANKNIFTY,0.0,2020-07-02,20300.0,0.05,20,CE,NFO-OPT,NFO
5393,11405826,44554,BANKNIFTY2070220300PE,BANKNIFTY,0.0,2020-07-02,20300.0,0.05,20,PE,NFO-OPT,NFO
5394,11406082,44555,BANKNIFTY2070220400CE,BANKNIFTY,0.0,2020-07-02,20400.0,0.05,20,CE,NFO-OPT,NFO
5395,11406338,44556,BANKNIFTY2070220400PE,BANKNIFTY,0.0,2020-07-02,20400.0,0.05,20,PE,NFO-OPT,NFO
5396,11406594,44557,BANKNIFTY2070220500CE,BANKNIFTY,0.0,2020-07-02,20500.0,0.05,20,CE,NFO-OPT,NFO
5397,11406850,44558,BANKNIFTY2070220500PE,BANKNIFTY,0.0,2020-07-02,20500.0,0.05,20,PE,NFO-OPT,NFO
5398,11407106,44559,BANKNIFTY2070220600CE,BANKNIFTY,0.0,2020-07-02,20600.0,0.05,20,CE,NFO-OPT,NFO
5399,11407362,44560,BANKNIFTY2070220600PE,BANKNIFTY,0.0,2020-07-02,20600.0,0.05,20,PE,NFO-OPT,NFO
5400,11408130,44563,BANKNIFTY2070220700CE,BANKNIFTY,0.0,2020-07-02,20700.0,0.05,20,CE,NFO-OPT,NFO
5401,11408386,44564,BANKNIFTY2070220700PE,BANKNIFTY,0.0,2020-07-02,20700.0,0.05,20,PE,NFO-OPT,NFO
5402,11408642,44565,BANKNIFTY2070220800CE,BANKNIFTY,0.0,2020-07-02,20800.0,0.05,20,CE,NFO-OPT,NFO
5403,11408898,44566,BANKNIFTY2070220800PE,BANKNIFTY,0.0,2020-07-02,20800.0,0.05,20,PE,NFO-OPT,NFO
5404,11409410,44568,BANKNIFTY2070220900CE,BANKNIFTY,0.0,2020-07-02,20900.0,0.05,20,CE,NFO-OPT,NFO
5405,11409666,44569,BANKNIFTY2070220900PE,BANKNIFTY,0.0,2020-07-02,20900.0,0.05,20,PE,NFO-OPT,NFO
5406,11410178,44571,BANKNIFTY2070221000CE,BANKNIFTY,0.0,2020-07-02,21000.0,0.05,20,CE,NFO-OPT,NFO
5407,11410434,44572,BANKNIFTY2070221000PE,BANKNIFTY,0.0,2020-07-02,21000.0,0.05,20,PE,NFO-OPT,NFO
5408,11410690,44573,BANKNIFTY2070221100CE,BANKNIFTY,0.0,2020-07-02,21100.0,0.05,20,CE,NFO-OPT,NFO
